"NAME","PLAYLIST URL","","NAME","","SORT","mapped?","location","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/2iig1p0w46f3lKUim5aCQP?si=66fd113e9d2749a3",""">","Afrobeat, Chill","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/7xeFi53HwuE8pNlftbK2lL?si=a55c58f9b21a4d95",""">","Afrobeat, Groovers","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/52WUzKdwm9kgIYtJq3Pxfi?si=98fff88b28cd43ac",""">","Afrobeat, Heavy","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/4tNlGIW4EsLe0CwP5LWx6c?si=d2736c32084f4f0f",""">","Alex Kasau Katombi","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/4NL0LAlmsbr2W70g27Cycn?si=b62eb9a9c2bc4b5c",""">","Amapiano","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/1pYn1uvmbNPPiarE2mT8SP?si=303519181e7b4dc4",""">","Amapiano, Gospel","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/2HnPeP0Nfk6YpTBmxrS9U6?si=2c76f444d3344ac9",""">","Amapiano, Private School","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/0FQ3q1kXYX1hfN7N5n7yT6?si=d2c2b40a7b8c439f",""">","Amapiano, Starter Pack","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/2lni3fakT2CCFulvIWcOFt?si=032adb8f61f14757",""">","Asakaa","</a>","b","y","","","","","","","","","","","","","","","","",""
"<a href=""","https://open.spotify.com/playlist/13IKYLFu60AscHVUcWwuv0?si=72c4c4d07a0e40a2",""">","Asakaa, Starter Pack","</a>","b","y","","","","","","","","","","","","","","","","",""
