Actual Spotify Name,Spotify URL,Spotify ID
"Kosmische, Experimental","https://open.spotify.com/playlist/29JLxwF7qgz9U728ItoXDq","29JLxwF7qgz9U728ItoXDq"
"Kosmische, Hard","https://open.spotify.com/playlist/5N38RVZ9Gb5QGBitpKkQFo","5N38RVZ9Gb5QGBitpKkQFo"
"Kosmische, Soft","https://open.spotify.com/playlist/5t5TERlOsq8FCNCmTWruAd","5t5TERlOsq8FCNCmTWruAd"
"Krautrock, Jams","https://open.spotify.com/playlist/6dIDWTQUSAhtXRI5yaQDIk","6dIDWTQUSAhtXRI5yaQDIk"
"Kuduro, Contemporary","https://open.spotify.com/playlist/1JzVHpTufezNSitui6Ffy9","1JzVHpTufezNSitui6Ffy9"
"Kuduro, Contemporary Riddims","https://open.spotify.com/playlist/2p1KJJdxxHv0dCYAyeCTnq","2p1KJJdxxHv0dCYAyeCTnq"
"Kuduro, Vintage","https://open.spotify.com/playlist/6aIvMUe2j5VhKg3xwyBvwk","6aIvMUe2j5VhKg3xwyBvwk"
"Kuduro, Vintage Riddims","https://open.spotify.com/playlist/7sDbuu4ieGAH7UBsYHKP1m","7sDbuu4ieGAH7UBsYHKP1m"
"Kwaito, Old School MCs","https://open.spotify.com/playlist/0fKO5OJH3s9Q22I2jZugHj","0fKO5OJH3s9Q22I2jZugHj"
"Kwaito, Swinging Beats","https://open.spotify.com/playlist/0k2zxQo8Edl0CETWtWc55A","0k2zxQo8Edl0CETWtWc55A"
"Kwaito, Vintage Chill","https://open.spotify.com/playlist/7J6zWe0hmH2nLTJIkOp8my","7J6zWe0hmH2nLTJIkOp8my"
"Latin, Classic","https://open.spotify.com/playlist/5EeajVJruvEUJVMZpN46CV","5EeajVJruvEUJVMZpN46CV"
"Latin, Melancholic Electronic","https://open.spotify.com/playlist/2WnZsaSgobROLPhOchSJHd","2WnZsaSgobROLPhOchSJHd"
"Lounge, Chill","https://open.spotify.com/playlist/4HghV31aYNXfJ4Trya75LO","4HghV31aYNXfJ4Trya75LO"
"Lounge, Kicking","https://open.spotify.com/playlist/1ptQmt2hZgvdOxQEwcHyr6","1ptQmt2hZgvdOxQEwcHyr6"
"Low","https://open.spotify.com/playlist/0udTXhkUWAdtzrOiEJiz39","0udTXhkUWAdtzrOiEJiz39"
"Low, Experimental","https://open.spotify.com/playlist/3sjgWUk3ERcgJ8MB6MQbKk","3sjgWUk3ERcgJ8MB6MQbKk"
"Low, Heartbreakers","https://open.spotify.com/playlist/6LIC0W2ofmB70zF6sdCFpN","6LIC0W2ofmB70zF6sdCFpN"
"Low, Starter Pack","https://open.spotify.com/playlist/7E7C6yWwLIH94UD04IgxMp","7E7C6yWwLIH94UD04IgxMp"
"Mbaqanga","https://open.spotify.com/playlist/0hAxNZJSIZm7HXuXHb27Oc","0hAxNZJSIZm7HXuXHb27Oc"
"Minimal, Dark, And Cold Wave","https://open.spotify.com/playlist/1gqMzx9sBjxqV7KZdklX6D","1gqMzx9sBjxqV7KZdklX6D"
"Minimalism","https://open.spotify.com/playlist/4gWPyGP3YQ0pEwvjGrppui","4gWPyGP3YQ0pEwvjGrppui"
"Motorik, Driving","https://open.spotify.com/playlist/0i1OLsMet1wIinprJ1RwpU","0i1OLsMet1wIinprJ1RwpU"
"Motorik, Experimental","https://open.spotify.com/playlist/5zevzkyYsElZjgXshRRk7X","5zevzkyYsElZjgXshRRk7X"
"Motorik, Heavy","https://open.spotify.com/playlist/2fdrBObWM9Z3zwc0fvED1K","2fdrBObWM9Z3zwc0fvED1K"
"Motorik, Kosmische","https://open.spotify.com/playlist/23rnPLrs43FaApw9iEKcKI","23rnPLrs43FaApw9iEKcKI"
"Motorik, Pop","https://open.spotify.com/playlist/4CISczSdnqptCJwJMLmX44","4CISczSdnqptCJwJMLmX44"
"New Age","https://open.spotify.com/playlist/34VDXlkPoDtWY4HJiUSS0S","34VDXlkPoDtWY4HJiUSS0S"
"Pacific Island, Chill","https://open.spotify.com/playlist/2QTLDWD5tkHyT8NoBL6vc1","2QTLDWD5tkHyT8NoBL6vc1"
"Pedro The Lion","https://open.spotify.com/playlist/3KyFoSqEO5wfH1caFk0wcQ","3KyFoSqEO5wfH1caFk0wcQ"
"Pete Namlook, Beatless","https://open.spotify.com/playlist/0i8MbevtK0NobhOG6Pl6M2","0i8MbevtK0NobhOG6Pl6M2"
"Pete Namlook, Beats","https://open.spotify.com/playlist/6e7ichVtHQy7lrCYZmL91D","6e7ichVtHQy7lrCYZmL91D"
"Pete Namlook, Starter Pack","https://open.spotify.com/playlist/69S7ZCU4vIxl79SkQsunNr","69S7ZCU4vIxl79SkQsunNr"
"Piano Magic","https://open.spotify.com/playlist/6kk2eEo7frhsy1M3JJYAtr","6kk2eEo7frhsy1M3JJYAtr"
"Piano Magic, Starter Pack","https://open.spotify.com/playlist/1Rw3Poaf3tKq3CpL9JDhj4","1Rw3Poaf3tKq3CpL9JDhj4"
"Piero Umiliani","https://open.spotify.com/playlist/1WimpreVw6J5FncbYTnEQL","1WimpreVw6J5FncbYTnEQL"
"Plaid","https://open.spotify.com/playlist/7cixJXs6wfbIB9Bq5mWUDU","7cixJXs6wfbIB9Bq5mWUDU"
"Pop, Widescreen","https://open.spotify.com/playlist/3vWeZg8Wc05IcM997IjZTR","3vWeZg8Wc05IcM997IjZTR"
"Popol Vuh","https://open.spotify.com/playlist/0122aW4M9yQf5jURVCqKxg","0122aW4M9yQf5jURVCqKxg"
"Post-Hardcore","https://open.spotify.com/playlist/0EBrHLUMkJ7KDT0mB3SHHp","0EBrHLUMkJ7KDT0mB3SHHp"
"Post-Rock , Abstract & Experimental","https://open.spotify.com/playlist/7t6BWfX2yATUESHBjjT8GL","7t6BWfX2yATUESHBjjT8GL"
"Post-Rock, Chiming Guitars","https://open.spotify.com/playlist/4INhC3FsHQjrSkT32DQ3O1","4INhC3FsHQjrSkT32DQ3O1"
"Post-Rock, Crescendo-Core","https://open.spotify.com/playlist/1CW3BeW1dhuoeYQmpJxTlb","1CW3BeW1dhuoeYQmpJxTlb"
"Post-Rock, Floating","https://open.spotify.com/playlist/5qskBZ5AtoFhxuSlHfzPu9","5qskBZ5AtoFhxuSlHfzPu9"
"Post-Rock, Hushed","https://open.spotify.com/playlist/7IBdDhAQhkQf7yb4FD5uG7","7IBdDhAQhkQf7yb4FD5uG7"
"Post-Rock, Menacing","https://open.spotify.com/playlist/7nMMHEndjoyS1pRUUUFdsb","7nMMHEndjoyS1pRUUUFdsb"
"R&B, 80s Dance","https://open.spotify.com/playlist/4JNaiwn6gILzPhBZuY6XVT","4JNaiwn6gILzPhBZuY6XVT"
"R&B, 80s Smooth","https://open.spotify.com/playlist/0Y3tf9n3ZoeCPjcaOVUCK4","0Y3tf9n3ZoeCPjcaOVUCK4"
"R&B, 90s","https://open.spotify.com/playlist/0Ndfmhc9g1RZf3Vj3V0p2I","0Ndfmhc9g1RZf3Vj3V0p2I"
"R&B, 90s Smooth","https://open.spotify.com/playlist/1LWecnTljQAO3XzGF80mGX","1LWecnTljQAO3XzGF80mGX"
"R&B, Early 90s Dance","https://open.spotify.com/playlist/1mZVsDWQWDp1TU5vxzmCUu","1mZVsDWQWDp1TU5vxzmCUu"
"R&B, Late 90s Dance","https://open.spotify.com/playlist/39eDp2FU6Ycl6L71U4x1kP","39eDp2FU6Ycl6L71U4x1kP"
"R&B, 00s Smooth","https://open.spotify.com/playlist/103DjsnbAe66QM3TxarGOH","103DjsnbAe66QM3TxarGOH"
"R&B, 00s Dance","https://open.spotify.com/playlist/2EYWNrvf9YZ13CKnWmugMA","2EYWNrvf9YZ13CKnWmugMA"
"R&B, 2020s Dance","https://open.spotify.com/playlist/1LERLunLhB8ZQgF3ac2uld","1LERLunLhB8ZQgF3ac2uld"
"R&B, Baby Makers","https://open.spotify.com/playlist/3V8pm5kg6Mtrn9ZG9BRjHC","3V8pm5kg6Mtrn9ZG9BRjHC"
"R&B, Contemporary Melancholy","https://open.spotify.com/playlist/4eAWxVJ0lFbdnJtH1zwPj1","4eAWxVJ0lFbdnJtH1zwPj1"
"R&B, Disco/Funk","https://open.spotify.com/playlist/0nelOIguQDxjvlnjxsYUPk","0nelOIguQDxjvlnjxsYUPk"
"R&B, Insecure","https://open.spotify.com/playlist/1jR541cL9M86SENJLo8C5Z","1jR541cL9M86SENJLo8C5Z"
"R&B, Neo-Soul","https://open.spotify.com/playlist/7kBpPxfVfDjabvWJTERN9m","7kBpPxfVfDjabvWJTERN9m"
"R&B, New Jack Swing","https://open.spotify.com/playlist/7iqiTMs0ioTzq8JborXxww","7iqiTMs0ioTzq8JborXxww"
"R&B, Vintage Dreamy","https://open.spotify.com/playlist/2HrMsMr8MwvDzVksVLecU0","2HrMsMr8MwvDzVksVLecU0"
"Rock, Classic Rock Radio","https://open.spotify.com/playlist/2IPPTvXMybu0a7Kxpucyt6","2IPPTvXMybu0a7Kxpucyt6"
"Rock, Early","https://open.spotify.com/playlist/4sU6xgGgzq1rvTwIr9pn2g","4sU6xgGgzq1rvTwIr9pn2g"
"Roedelius","https://open.spotify.com/playlist/2TuogtPJDz41rGTuU65h7t","2TuogtPJDz41rGTuU65h7t"
"Rock, 60s Beat","https://open.spotify.com/playlist/0HRVcXDzzd94E4QHti4PsF","0HRVcXDzzd94E4QHti4PsF"
"Sad Sierreño","https://open.spotify.com/playlist/5NIKQD4Prb46y8q6abIZbr","5NIKQD4Prb46y8q6abIZbr"
"Sad Songs","https://open.spotify.com/playlist/55CZUkRj0yN2EjdgEcV6MK","55CZUkRj0yN2EjdgEcV6MK"
"Sad Songs, Vintage","https://open.spotify.com/playlist/7uPA4n8Iczp12iCCaOSQEc","7uPA4n8Iczp12iCCaOSQEc"
"Sadcore","https://open.spotify.com/playlist/6IVx23etgXXegE3RsxSGCG","6IVx23etgXXegE3RsxSGCG"
"Schaffel Brutal","https://open.spotify.com/playlist/5G5wz4LA2FTM6bFWlC5RYl","5G5wz4LA2FTM6bFWlC5RYl"
"Schaffel Dance","https://open.spotify.com/playlist/7jboEdkfT4WVRFsfkEB0PT","7jboEdkfT4WVRFsfkEB0PT"
"Schaffel Pop","https://open.spotify.com/playlist/31058wKDUlYfoDC2CaQbJO","31058wKDUlYfoDC2CaQbJO"
"Sigur Ros","https://open.spotify.com/playlist/6QlB6lCFuciiXnqtFVCrSG","6QlB6lCFuciiXnqtFVCrSG"
"Singeli","https://open.spotify.com/playlist/4CuRoDiG1XkYAfyVbYudn2","4CuRoDiG1XkYAfyVbYudn2"
"Ska, 1st Wave","https://open.spotify.com/playlist/3pODeVmPFBJWIEHdqe2JOw","3pODeVmPFBJWIEHdqe2JOw"
"Ska, 2nd Wave","https://open.spotify.com/playlist/1d1uxdit0qouRB8HSSZkYK","1d1uxdit0qouRB8HSSZkYK"
"Ska, Punk","https://open.spotify.com/playlist/7M2YkCrreZcCo1y2dAezji","7M2YkCrreZcCo1y2dAezji"
"Ska, Revival","https://open.spotify.com/playlist/6blmqbvsh35nfQsnaShov1","6blmqbvsh35nfQsnaShov1"
"Slowcore","https://open.spotify.com/playlist/3SQMC9fmX7TDhisrrUPJYv","3SQMC9fmX7TDhisrrUPJYv"
"Solo Guitar","https://open.spotify.com/playlist/79BmpH4MjeMOXURUAKtkqP","79BmpH4MjeMOXURUAKtkqP"
"Soukous, Chill","https://open.spotify.com/playlist/68lX5odNBw4ZUIf6lwuD0K","68lX5odNBw4ZUIf6lwuD0K"
"Soukous, Dance","https://open.spotify.com/playlist/3J41W0OJt9rZ7aXp0YxgVq","3J41W0OJt9rZ7aXp0YxgVq"
"South Africa, 80s Electronic","https://open.spotify.com/playlist/5Xlen6tPKCFsZmLdIur3oc","5Xlen6tPKCFsZmLdIur3oc"
"Stereolab","https://open.spotify.com/playlist/5NGjyh1cP001mb0Vj7eI2i","5NGjyh1cP001mb0Vj7eI2i"
"Stereolab, Chill","https://open.spotify.com/playlist/01WFsmlAOEFrhvWv2wmlMQ","01WFsmlAOEFrhvWv2wmlMQ"
"Stereolab, Rocking","https://open.spotify.com/playlist/2BImwtu5N4w8ISUyEz02KY","2BImwtu5N4w8ISUyEz02KY"
"Stereolab, Starter Pack","https://open.spotify.com/playlist/5wsUdlQfWxJgY0fs4EQlCp","5wsUdlQfWxJgY0fs4EQlCp"
"Stereolab, Trance","https://open.spotify.com/playlist/0prgQ5apMfwDfibjmBSOQC","0prgQ5apMfwDfibjmBSOQC"
"STL","https://open.spotify.com/playlist/6adaBoksgJLDOLG3EAXyFS","6adaBoksgJLDOLG3EAXyFS"
"Summer Patio Songs","https://open.spotify.com/playlist/6MTgMAQnjy5Mndnnkp7IqF","6MTgMAQnjy5Mndnnkp7IqF"
"Sunday Morning Songs","https://open.spotify.com/playlist/4mCw3o2IsXlrOSNBPcmeAP","4mCw3o2IsXlrOSNBPcmeAP"
"Synth, Cinematic Soundtracks","https://open.spotify.com/playlist/72OdLCCGcitJIa73G4mNzm","72OdLCCGcitJIa73G4mNzm"
"Synth, Ecstatic Minimalist Experiments","https://open.spotify.com/playlist/78ztWdz2a8IHzeE07OlhNG","78ztWdz2a8IHzeE07OlhNG"
"Synth, Foggy German Forest","https://open.spotify.com/playlist/5r8IaxNi8opFwLoyCesOyo","5r8IaxNi8opFwLoyCesOyo"
"Synth, Modular Experiments","https://open.spotify.com/playlist/7KHbhmrCNBAfNV3RjtI2Z1","7KHbhmrCNBAfNV3RjtI2Z1"
"Synth, Modular Heartstrings","https://open.spotify.com/playlist/3MeQb9w6DyBDUPsCSFm0AV","3MeQb9w6DyBDUPsCSFm0AV"
"Synth, Mysterious And Meandering","https://open.spotify.com/playlist/2f2vaWoVuRwFRe8TWyZMNf","2f2vaWoVuRwFRe8TWyZMNf"
"Synth, Pop 80s","https://open.spotify.com/playlist/1EYi0qpdz5Bjg4VKU72pgw","1EYi0qpdz5Bjg4VKU72pgw"
"Synth, Pop Dystopia","https://open.spotify.com/playlist/23kwbD9v5OwL5NttI5Wi7L","23kwbD9v5OwL5NttI5Wi7L"
"Synth, Pop Melancholy","https://open.spotify.com/playlist/3fqFDtNtJD6c944JqR3BJk","3fqFDtNtJD6c944JqR3BJk"
"Synth, Pop Oddballs","https://open.spotify.com/playlist/6PX1l0rEh8qic58XWicjCW","6PX1l0rEh8qic58XWicjCW"
"Tangerine Dream","https://open.spotify.com/playlist/52u7Symo7F5rSXMiZYZQM0","52u7Symo7F5rSXMiZYZQM0"
"Tangerine Dream, Starter Pack","https://open.spotify.com/playlist/01xadoQPTcurDz1D0N0gaS","01xadoQPTcurDz1D0N0gaS"
"Techno, Ambient","https://open.spotify.com/playlist/14gNQFofbgehKbjuGRDjYF","14gNQFofbgehKbjuGRDjYF"
"Techno, Banging","https://open.spotify.com/playlist/51CCISbMvqoCtPGBtzBu4z","51CCISbMvqoCtPGBtzBu4z"
"Techno, Classic","https://open.spotify.com/playlist/5FWVC2i6UmcRnNIpglIPza","5FWVC2i6UmcRnNIpglIPza"
"Techno, Underwater","https://open.spotify.com/playlist/35T8R9tnyLaWoUxsvbFUso","35T8R9tnyLaWoUxsvbFUso"
"Techno, Warehouse","https://open.spotify.com/playlist/4udXDYPVQkrNtO3kFnNTf8","4udXDYPVQkrNtO3kFnNTf8"
"Trance, Ambient","https://open.spotify.com/playlist/50XdE7dVALQlWqWUsP9DFB","50XdE7dVALQlWqWUsP9DFB"
"Trance, Experimental","https://open.spotify.com/playlist/6hbscYG3B064ISp7YG7xQN","6hbscYG3B064ISp7YG7xQN"
"Tuareg","https://open.spotify.com/playlist/4o0c8W5Id10GtkYk3oy3kT","4o0c8W5Id10GtkYk3oy3kT"
"Turkey, Psych Funk","https://open.spotify.com/playlist/5KbaR8a7zeviUEcXaRhdeY","5KbaR8a7zeviUEcXaRhdeY"
"Vintage, Dreamy Melancholy","https://open.spotify.com/playlist/7KWwgSvlc6BD9wNJu42jBJ","7KWwgSvlc6BD9wNJu42jBJ"
"Vocal Groups, Sad","https://open.spotify.com/playlist/6QGMgg9EajTWLqnU4oudMB","6QGMgg9EajTWLqnU4oudMB"
"Xitsonga / Shangaan Electro / Tsonga","https://open.spotify.com/playlist/18LxXda7N8s9t6zd3BUL8q","18LxXda7N8s9t6zd3BUL8q"
"Xitsonga / Shangaan Electro / Tsonga  Starter Pack","https://open.spotify.com/playlist/53OY7nCXvUT4FTsufqPMm4","53OY7nCXvUT4FTsufqPMm4"
"Yet They Say, Vol. 10","https://open.spotify.com/playlist/3C3HHuZvOnCfhajCGvRL8F","3C3HHuZvOnCfhajCGvRL8F"
"Yet They Say, Vol. 2","https://open.spotify.com/playlist/6AerysrLyESVjtAPpok7NY","6AerysrLyESVjtAPpok7NY"
"Yet They Say, Vol. 3","https://open.spotify.com/playlist/3X8frQ1tWM5SSmGhns0pYb","3X8frQ1tWM5SSmGhns0pYb"
"Yet They Say, Vol. 4","https://open.spotify.com/playlist/0jmp8wWpPIkGWg5nm4LNwe","0jmp8wWpPIkGWg5nm4LNwe"
"Yet They Say, Vol. 5","https://open.spotify.com/playlist/0M6rPpreVz86WKq0Ag6kFO","0M6rPpreVz86WKq0Ag6kFO"
"Yet They Say, Vol. 6","https://open.spotify.com/playlist/21MO7VSPe24bjCOtdt2wrg","21MO7VSPe24bjCOtdt2wrg"
"Yet They Say, Vol. 7","https://open.spotify.com/playlist/3DDwCdkwUPEcDQbdwGmjVW","3DDwCdkwUPEcDQbdwGmjVW"
"Yet They Say, Vol. 8","https://open.spotify.com/playlist/6sdKnK1EXsLMGGwikpV84x","6sdKnK1EXsLMGGwikpV84x"
"Yet They Say, Vol. 9","https://open.spotify.com/playlist/6phFkBNKX9DPKjczwMr0lx","6phFkBNKX9DPKjczwMr0lx"
"Zouk, Fast","https://open.spotify.com/playlist/0ZnY8eOB1DHCLdg2QG5Rjh","0ZnY8eOB1DHCLdg2QG5Rjh"
"Zouk, Slow","https://open.spotify.com/playlist/1dIQnuEk89elNqWJ2TwCP3","1dIQnuEk89elNqWJ2TwCP3"
"Zouk, Smooth","https://open.spotify.com/playlist/751iikDbmoyjUBeWFSfWaN","751iikDbmoyjUBeWFSfWaN"
"Zouk, Starter Pack","https://open.spotify.com/playlist/2rsEmyzKoYTgXerSjeB0IK","2rsEmyzKoYTgXerSjeB0IK"
"Azonto / Hiplife","https://open.spotify.com/playlist/6Naq3yvuVoBL27KgY2Svf6","6Naq3yvuVoBL27KgY2Svf6"
"Príncipe, Chill","https://open.spotify.com/playlist/0s9M3fBKWFJmVhAiieCjkt","0s9M3fBKWFJmVhAiieCjkt"
"Highlife, Vintage Peppy","https://open.spotify.com/playlist/4QjHU0dwRyFv8aP31CXmRx","4QjHU0dwRyFv8aP31CXmRx"
"Rumba, Vintage","https://open.spotify.com/playlist/4q0CkBcLH3ceq6OB0PfUU8","4q0CkBcLH3ceq6OB0PfUU8"
"Tigrinya, Vintage","https://open.spotify.com/playlist/3BXK08wohNho0wCHBiiv9I","3BXK08wohNho0wCHBiiv9I"
"Tigrinya","https://open.spotify.com/playlist/7do7DrHqlGF9Ft7NbtwGGL","7do7DrHqlGF9Ft7NbtwGGL"
"Sega","https://open.spotify.com/playlist/3G3NcjYPEyVjepUGzPUyxI","3G3NcjYPEyVjepUGzPUyxI"
"Xitsonga / Tsonga, Downtempo","https://open.spotify.com/playlist/0mEs3YsF8hKDwj0HPznfT9","0mEs3YsF8hKDwj0HPznfT9"
"Sega, Psych","https://open.spotify.com/playlist/4ARXoTlqKTuAQhg2k8HeJX","4ARXoTlqKTuAQhg2k8HeJX"
"Mbalax, Mark Ernestus","https://open.spotify.com/playlist/36iFMNygMeRRlL5SgWtmER","36iFMNygMeRRlL5SgWtmER"
"Dr. Thomas Chauke","https://open.spotify.com/playlist/4rhVBRU9Qup1O5IYEKiIrs","4rhVBRU9Qup1O5IYEKiIrs"
"Worldwide, Chiming Guitar","https://open.spotify.com/playlist/4xIaYhRmf8rV4W7Kzy0Ssn","4xIaYhRmf8rV4W7Kzy0Ssn"
"Worldwide, Smooth Mid-Tempo R&B","https://open.spotify.com/playlist/01gAq5hKTsncsfQMc5XGTR","01gAq5hKTsncsfQMc5XGTR"
"Africa, Smooth Bangers","https://open.spotify.com/playlist/7fo8PWonDWZFvhR7ThcC9c","7fo8PWonDWZFvhR7ThcC9c"
"Africa, Acoustic Bangers","https://open.spotify.com/playlist/5ZUk2gZ2DEbrAzuIdnbs6R","5ZUk2gZ2DEbrAzuIdnbs6R"
"Africa, Hype Bangers","https://open.spotify.com/playlist/1DnMnLRsztUXlnzqC2KhPB","1DnMnLRsztUXlnzqC2KhPB"
"Igbo, Trips","https://open.spotify.com/playlist/24BPg0ssxlfyIcZgEKdpGv","24BPg0ssxlfyIcZgEKdpGv"
"Worldwide, Chanting And Drumming","https://open.spotify.com/playlist/5zCl1AYh66oiLKfBM5yz3q","5zCl1AYh66oiLKfBM5yz3q"
"Africa, Vintage","https://open.spotify.com/playlist/3qxhw7DmQrTXEQ3O58hWGd","3qxhw7DmQrTXEQ3O58hWGd"
"Afrobeats, Groovers","https://open.spotify.com/playlist/72zKIZG8bXjGHpQJW2DfUW","72zKIZG8bXjGHpQJW2DfUW"
"Rock, Soft","https://open.spotify.com/playlist/5HpHVYYyaDgBnGlaPmLbyB","5HpHVYYyaDgBnGlaPmLbyB"
"Rock, Smooth","https://open.spotify.com/playlist/3FWefoSEYkM6sDCwo0fAxc","3FWefoSEYkM6sDCwo0fAxc"
